member,sample_name,expression,face_detected,mean_intensity,std_intensity,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,hist_0,hist_1,hist_2,hist_3,hist_4,hist_5,hist_6,hist_7,hist_8,hist_9,hist_10,hist_11,hist_12,hist_13,hist_14,hist_15,hist_16,hist_17,hist_18,hist_19,hist_20,hist_21,hist_22,hist_23,hist_24,hist_25,hist_26,hist_27,hist_28,hist_29,hist_30,hist_31
andrew,andrew_neutral,neutral,True,120.64788818359375,33.67171337233826,0.35686275362968445,0.4901960790157318,0.5568627715110779,0.6745098233222961,0.772549033164978,0.7058823704719543,0.5411764979362488,0.3333333432674408,0.23529411852359772,0.48627451062202454,0.5843137502670288,0.6980392336845398,0.5803921818733215,0.6823529601097107,0.48627451062202454,0.37254902720451355,0.46666666865348816,0.46666666865348816,0.529411792755127,0.34117648005485535,0.46666666865348816,0.47058823704719543,0.37254902720451355,0.5372549295425415,0.30588236451148987,0.4431372582912445,0.4313725531101227,0.5490196347236633,0.4941176474094391,0.5960784554481506,0.2862745225429535,0.30588236451148987,0.34117648005485535,0.4745098054409027,0.5568627715110779,0.6117647290229797,0.545098066329956,0.5803921818733215,0.5372549295425415,0.4627451002597809,0.3294117748737335,0.47058823704719543,0.4627451002597809,0.41960784792900085,0.250980406999588,0.5137255191802979,0.3607843220233917,0.49803921580314636,0.23137255012989044,0.4000000059604645,0.48627451062202454,0.6470588445663452,0.47843137383461,0.43921568989753723,0.27843138575553894,0.5215686559677124,0.1764705926179886,0.3450980484485626,0.545098066329956,0.6666666865348816,0.5607843399047852,0.2980392277240753,0.21568627655506134,0.5882353186607361,0.0,0.0,0.0,0.0,6.103515625e-05,0.0040283203125,0.0126953125,0.026123046875,0.03997802734375,0.046875,0.06591796875,0.0731201171875,0.0648193359375,0.05731201171875,0.0614013671875,0.08203125,0.097900390625,0.10809326171875,0.08929443359375,0.0550537109375,0.03350830078125,0.03363037109375,0.01983642578125,0.01324462890625,0.00787353515625,0.0050048828125,0.00164794921875,0.00054931640625,0.0,0.0,0.0,0.0
andrew,andrew_neutral_rotated,neutral,True,120.7984619140625,33.41740097709544,0.4941176474094391,0.5647059082984924,0.7176470756530762,0.800000011920929,0.6313725709915161,0.501960813999176,0.3960784375667572,0.572549045085907,0.45490196347236633,0.5607843399047852,0.6666666865348816,0.6196078658103943,0.6392157077789307,0.5490196347236633,0.4117647111415863,0.6980392336845398,0.4470588266849518,0.4745098054409027,0.4745098054409027,0.5176470875740051,0.3019607961177826,0.5647059082984924,0.34117648005485535,0.6705882549285889,0.3921568691730499,0.33725491166114807,0.545098066329956,0.5803921818733215,0.5098039507865906,0.4117647111415863,0.5098039507865906,0.47058823704719543,0.30980393290519714,0.5803921818733215,0.6039215922355652,0.5411764979362488,0.6235294342041016,0.5529412031173706,0.46666666865348816,0.49803921580314636,0.25882354378700256,0.46666666865348816,0.5764706134796143,0.3137255012989044,0.40784314274787903,0.5607843399047852,0.3803921639919281,0.3490196168422699,0.24705882370471954,0.33725491166114807,0.4941176474094391,0.48235294222831726,0.6549019813537598,0.4941176474094391,0.29411765933036804,0.3803921639919281,0.27450981736183167,0.3019607961177826,0.37254902720451355,0.5372549295425415,0.6980392336845398,0.48627451062202454,0.29411765933036804,0.250980406999588,0.0,0.0,0.0,0.0,0.0,0.0032958984375,0.00982666015625,0.01934814453125,0.043701171875,0.054443359375,0.0643310546875,0.07281494140625,0.06402587890625,0.06170654296875,0.0625,0.08404541015625,0.09906005859375,0.1043701171875,0.083251953125,0.0528564453125,0.034423828125,0.037109375,0.02093505859375,0.013671875,0.0074462890625,0.00518798828125,0.0013427734375,0.00030517578125,0.0,0.0,0.0,0.0
andrew,andrew_neutral_flipped,neutral,True,120.64788818359375,33.67171337233826,0.3333333432674408,0.5411764979362488,0.7058823704719543,0.772549033164978,0.6745098233222961,0.5568627715110779,0.4901960790157318,0.35686275362968445,0.37254902720451355,0.48627451062202454,0.6823529601097107,0.5803921818733215,0.6980392336845398,0.5843137502670288,0.48627451062202454,0.23529411852359772,0.5372549295425415,0.37254902720451355,0.47058823704719543,0.46666666865348816,0.34117648005485535,0.529411792755127,0.46666666865348816,0.46666666865348816,0.30588236451148987,0.2862745225429535,0.5960784554481506,0.4941176474094391,0.5490196347236633,0.4313725531101227,0.4431372582912445,0.30588236451148987,0.4627451002597809,0.5372549295425415,0.5803921818733215,0.545098066329956,0.6117647290229797,0.5568627715110779,0.4745098054409027,0.34117648005485535,0.49803921580314636,0.3607843220233917,0.5137255191802979,0.250980406999588,0.41960784792900085,0.4627451002597809,0.47058823704719543,0.3294117748737335,0.5215686559677124,0.27843138575553894,0.43921568989753723,0.47843137383461,0.6470588445663452,0.48627451062202454,0.4000000059604645,0.23137255012989044,0.5882353186607361,0.21568627655506134,0.2980392277240753,0.5607843399047852,0.6666666865348816,0.545098066329956,0.3450980484485626,0.1764705926179886,0.0,0.0,0.0,0.0,6.103515625e-05,0.0040283203125,0.0126953125,0.026123046875,0.03997802734375,0.046875,0.06591796875,0.0731201171875,0.0648193359375,0.05731201171875,0.0614013671875,0.08203125,0.097900390625,0.10809326171875,0.08929443359375,0.0550537109375,0.03350830078125,0.03363037109375,0.01983642578125,0.01324462890625,0.00787353515625,0.0050048828125,0.00164794921875,0.00054931640625,0.0,0.0,0.0,0.0
andrew,andrew_neutral_grayscale,neutral,True,120.64788818359375,33.67171337233826,0.35686275362968445,0.4901960790157318,0.5568627715110779,0.6745098233222961,0.772549033164978,0.7058823704719543,0.5411764979362488,0.3333333432674408,0.23529411852359772,0.48627451062202454,0.5843137502670288,0.6980392336845398,0.5803921818733215,0.6823529601097107,0.48627451062202454,0.37254902720451355,0.46666666865348816,0.46666666865348816,0.529411792755127,0.34117648005485535,0.46666666865348816,0.47058823704719543,0.37254902720451355,0.5372549295425415,0.30588236451148987,0.4431372582912445,0.4313725531101227,0.5490196347236633,0.4941176474094391,0.5960784554481506,0.2862745225429535,0.30588236451148987,0.34117648005485535,0.4745098054409027,0.5568627715110779,0.6117647290229797,0.545098066329956,0.5803921818733215,0.5372549295425415,0.4627451002597809,0.3294117748737335,0.47058823704719543,0.4627451002597809,0.41960784792900085,0.250980406999588,0.5137255191802979,0.3607843220233917,0.49803921580314636,0.23137255012989044,0.4000000059604645,0.48627451062202454,0.6470588445663452,0.47843137383461,0.43921568989753723,0.27843138575553894,0.5215686559677124,0.1764705926179886,0.3450980484485626,0.545098066329956,0.6666666865348816,0.5607843399047852,0.2980392277240753,0.21568627655506134,0.5882353186607361,0.0,0.0,0.0,0.0,6.103515625e-05,0.0040283203125,0.0126953125,0.026123046875,0.03997802734375,0.046875,0.06591796875,0.0731201171875,0.0648193359375,0.05731201171875,0.0614013671875,0.08203125,0.097900390625,0.10809326171875,0.08929443359375,0.0550537109375,0.03350830078125,0.03363037109375,0.01983642578125,0.01324462890625,0.00787353515625,0.0050048828125,0.00164794921875,0.00054931640625,0.0,0.0,0.0,0.0
andrew,andrew_neutral_brightened,neutral,True,160.6353759765625,33.639233141568226,0.5137255191802979,0.6470588445663452,0.7137255072593689,0.8313725590705872,0.9254902005195618,0.8627451062202454,0.6980392336845398,0.4901960790157318,0.3921568691730499,0.6431372761726379,0.7411764860153198,0.8549019694328308,0.7372549176216125,0.8392156958580017,0.6431372761726379,0.529411792755127,0.6235294342041016,0.6235294342041016,0.686274528503418,0.49803921580314636,0.6235294342041016,0.6274510025978088,0.529411792755127,0.6941176652908325,0.4627451002597809,0.6000000238418579,0.5882353186607361,0.7058823704719543,0.6509804129600525,0.7529411911964417,0.4431372582912445,0.4627451002597809,0.49803921580314636,0.6313725709915161,0.7137255072593689,0.7686274647712708,0.7019608020782471,0.7372549176216125,0.6941176652908325,0.6196078658103943,0.48627451062202454,0.6274510025978088,0.6196078658103943,0.5764706134796143,0.40784314274787903,0.6705882549285889,0.5176470875740051,0.6549019813537598,0.38823530077934265,0.5568627715110779,0.6431372761726379,0.8039215803146362,0.6352941393852234,0.5960784554481506,0.43529412150382996,0.6784313917160034,0.3333333432674408,0.501960813999176,0.7019608020782471,0.8235294222831726,0.7176470756530762,0.45490196347236633,0.37254902720451355,0.7450980544090271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.103515625e-05,0.0040283203125,0.0126953125,0.026123046875,0.03997802734375,0.046875,0.06591796875,0.0731201171875,0.0648193359375,0.05731201171875,0.0614013671875,0.08203125,0.097900390625,0.10809326171875,0.08929443359375,0.0550537109375,0.03350830078125,0.03363037109375,0.01983642578125,0.01324462890625,0.0081787109375,0.00531005859375,0.0015869140625
andrew,andrew_smile,smile,True,120.3486328125,45.56500805517649,0.12941177189350128,0.46666666865348816,0.5764706134796143,0.6666666865348816,0.843137264251709,0.6980392336845398,0.529411792755127,0.33725491166114807,0.11764705926179886,0.46666666865348816,0.5568627715110779,0.6784313917160034,0.8156862854957581,0.6666666865348816,0.5215686559677124,0.30588236451148987,0.4627451002597809,0.37254902720451355,0.3176470696926117,0.5372549295425415,0.4745098054409027,0.46666666865348816,0.46666666865348816,0.34117648005485535,0.10196078568696976,0.32156863808631897,0.5176470875740051,0.6039215922355652,0.5843137502670288,0.615686297416687,0.47058823704719543,0.43921568989753723,0.125490203499794,0.4431372582912445,0.572549045085907,0.6745098233222961,0.6352941393852234,0.7019608020782471,0.5529412031173706,0.6627451181411743,0.3529411852359772,0.3843137323856354,0.47058823704719543,0.3137255012989044,0.2666666805744171,0.5764706134796143,0.33725491166114807,0.7137255072593689,0.29411765933036804,0.29411765933036804,0.34117648005485535,0.5921568870544434,0.5529412031173706,0.40392157435417175,0.2980392277240753,0.8196078538894653,0.26274511218070984,0.09803921729326248,0.3333333432674408,0.6823529601097107,0.6431372761726379,0.3764705955982208,0.19607843458652496,0.529411792755127,0.0,0.0,0.00433349609375,0.025146484375,0.02520751953125,0.01165771484375,0.0164794921875,0.02496337890625,0.042236328125,0.0775146484375,0.05462646484375,0.044677734375,0.04644775390625,0.0430908203125,0.0443115234375,0.04925537109375,0.067626953125,0.07421875,0.07757568359375,0.06304931640625,0.05426025390625,0.041748046875,0.030517578125,0.02789306640625,0.02130126953125,0.0164794921875,0.010986328125,0.0032958984375,0.00091552734375,0.00018310546875,0.0,0.0
andrew,andrew_smile_rotated,smile,True,119.82806396484375,43.183619478020496,0.47058823704719543,0.5843137502670288,0.6705882549285889,0.8470588326454163,0.686274528503418,0.5333333611488342,0.33725491166114807,0.364705890417099,0.4313725531101227,0.529411792755127,0.6274510025978088,0.7176470756530762,0.7411764860153198,0.6431372761726379,0.4274509847164154,0.572549045085907,0.3176470696926117,0.6078431606292725,0.529411792755127,0.6196078658103943,0.30980393290519714,0.4117647111415863,0.4313725531101227,0.38823530077934265,0.5372549295425415,0.45490196347236633,0.45098039507865906,0.6470588445663452,0.5960784554481506,0.6901960968971252,0.5764706134796143,0.6784313917160034,0.0941176488995552,0.501960813999176,0.6078431606292725,0.6078431606292725,0.6509804129600525,0.5490196347236633,0.45490196347236633,0.38823530077934265,0.125490203499794,0.43529412150382996,0.5843137502670288,0.3019607961177826,0.24313725531101227,0.6117647290229797,0.43529412150382996,0.29019609093666077,0.3294117748737335,0.3019607961177826,0.42352941632270813,0.529411792755127,0.6392157077789307,0.16078431904315948,0.3960784375667572,0.1921568661928177,0.3019607961177826,0.2980392277240753,0.2705882489681244,0.5647059082984924,0.6941176652908325,0.5607843399047852,0.3176470696926117,0.1921568661928177,0.0,0.0,0.001953125,0.0167236328125,0.01812744140625,0.00872802734375,0.0201416015625,0.02484130859375,0.0421142578125,0.0867919921875,0.05926513671875,0.05389404296875,0.0455322265625,0.04974365234375,0.04815673828125,0.0545654296875,0.0648193359375,0.07257080078125,0.07574462890625,0.0650634765625,0.0535888671875,0.03912353515625,0.0306396484375,0.0247802734375,0.01629638671875,0.01483154296875,0.0089111328125,0.00244140625,0.0006103515625,0.0,0.0,0.0
andrew,andrew_smile_flipped,smile,True,120.3486328125,45.56500805517649,0.33725491166114807,0.529411792755127,0.6980392336845398,0.843137264251709,0.6666666865348816,0.5764706134796143,0.46666666865348816,0.12941177189350128,0.30588236451148987,0.5215686559677124,0.6666666865348816,0.8156862854957581,0.6784313917160034,0.5568627715110779,0.46666666865348816,0.11764705926179886,0.34117648005485535,0.46666666865348816,0.46666666865348816,0.4745098054409027,0.5372549295425415,0.3176470696926117,0.37254902720451355,0.4627451002597809,0.43921568989753723,0.47058823704719543,0.615686297416687,0.5843137502670288,0.6039215922355652,0.5176470875740051,0.32156863808631897,0.10196078568696976,0.6627451181411743,0.5529412031173706,0.7019608020782471,0.6352941393852234,0.6745098233222961,0.572549045085907,0.4431372582912445,0.125490203499794,0.7137255072593689,0.33725491166114807,0.5764706134796143,0.2666666805744171,0.3137255012989044,0.47058823704719543,0.3843137323856354,0.3529411852359772,0.8196078538894653,0.2980392277240753,0.40392157435417175,0.5529412031173706,0.5921568870544434,0.34117648005485535,0.29411765933036804,0.29411765933036804,0.529411792755127,0.19607843458652496,0.3764705955982208,0.6431372761726379,0.6823529601097107,0.3333333432674408,0.09803921729326248,0.26274511218070984,0.0,0.0,0.00433349609375,0.025146484375,0.02520751953125,0.01165771484375,0.0164794921875,0.02496337890625,0.042236328125,0.0775146484375,0.05462646484375,0.044677734375,0.04644775390625,0.0430908203125,0.0443115234375,0.04925537109375,0.067626953125,0.07421875,0.07757568359375,0.06304931640625,0.05426025390625,0.041748046875,0.030517578125,0.02789306640625,0.02130126953125,0.0164794921875,0.010986328125,0.0032958984375,0.00091552734375,0.00018310546875,0.0,0.0
andrew,andrew_smile_grayscale,smile,True,120.3486328125,45.56500805517649,0.12941177189350128,0.46666666865348816,0.5764706134796143,0.6666666865348816,0.843137264251709,0.6980392336845398,0.529411792755127,0.33725491166114807,0.11764705926179886,0.46666666865348816,0.5568627715110779,0.6784313917160034,0.8156862854957581,0.6666666865348816,0.5215686559677124,0.30588236451148987,0.4627451002597809,0.37254902720451355,0.3176470696926117,0.5372549295425415,0.4745098054409027,0.46666666865348816,0.46666666865348816,0.34117648005485535,0.10196078568696976,0.32156863808631897,0.5176470875740051,0.6039215922355652,0.5843137502670288,0.615686297416687,0.47058823704719543,0.43921568989753723,0.125490203499794,0.4431372582912445,0.572549045085907,0.6745098233222961,0.6352941393852234,0.7019608020782471,0.5529412031173706,0.6627451181411743,0.3529411852359772,0.3843137323856354,0.47058823704719543,0.3137255012989044,0.2666666805744171,0.5764706134796143,0.33725491166114807,0.7137255072593689,0.29411765933036804,0.29411765933036804,0.34117648005485535,0.5921568870544434,0.5529412031173706,0.40392157435417175,0.2980392277240753,0.8196078538894653,0.26274511218070984,0.09803921729326248,0.3333333432674408,0.6823529601097107,0.6431372761726379,0.3764705955982208,0.19607843458652496,0.529411792755127,0.0,0.0,0.00433349609375,0.025146484375,0.02520751953125,0.01165771484375,0.0164794921875,0.02496337890625,0.042236328125,0.0775146484375,0.05462646484375,0.044677734375,0.04644775390625,0.0430908203125,0.0443115234375,0.04925537109375,0.067626953125,0.07421875,0.07757568359375,0.06304931640625,0.05426025390625,0.041748046875,0.030517578125,0.02789306640625,0.02130126953125,0.0164794921875,0.010986328125,0.0032958984375,0.00091552734375,0.00018310546875,0.0,0.0
andrew,andrew_smile_brightened,smile,True,160.2701416015625,45.408504407638695,0.2862745225429535,0.6235294342041016,0.7333333492279053,0.8235294222831726,0.9803921580314636,0.8549019694328308,0.686274528503418,0.4941176474094391,0.27450981736183167,0.6235294342041016,0.7137255072593689,0.8352941274642944,0.9686274528503418,0.8235294222831726,0.6784313917160034,0.4627451002597809,0.6196078658103943,0.529411792755127,0.4745098054409027,0.6941176652908325,0.6313725709915161,0.6235294342041016,0.6235294342041016,0.49803921580314636,0.25882354378700256,0.47843137383461,0.6745098233222961,0.7607843279838562,0.7411764860153198,0.7686274647712708,0.6274510025978088,0.5960784554481506,0.2823529541492462,0.6000000238418579,0.729411780834198,0.8313725590705872,0.7921568751335144,0.8588235378265381,0.7098039388656616,0.8196078538894653,0.5098039507865906,0.5411764979362488,0.6274510025978088,0.47058823704719543,0.42352941632270813,0.7333333492279053,0.4941176474094391,0.8705882430076599,0.45098039507865906,0.45098039507865906,0.49803921580314636,0.7490196228027344,0.7098039388656616,0.5607843399047852,0.45490196347236633,0.9647058844566345,0.41960784792900085,0.2549019753932953,0.4901960790157318,0.8392156958580017,0.800000011920929,0.5333333611488342,0.3529411852359772,0.686274528503418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00433349609375,0.025146484375,0.02520751953125,0.01165771484375,0.0164794921875,0.02496337890625,0.042236328125,0.0775146484375,0.05462646484375,0.044677734375,0.04644775390625,0.0430908203125,0.0443115234375,0.04925537109375,0.067626953125,0.07421875,0.07757568359375,0.06304931640625,0.05426025390625,0.041748046875,0.03057861328125,0.02789306640625,0.0225830078125,0.0185546875,0.011962890625
